hour,day,hour_of_day,baseline_load,plotted_target_load,grouped_comm_v2,tarmac,gat,powernet_global,dial,weighted_comm_default
596,25,20,88.49087524414062,67.16472042141667,125.20938467979433,100.0494572520256,115.63615131378174,107.41746237874032,104.65258252620696,102.47869575023653
597,25,21,92.677001953125,67.16472042141667,109.24243038892746,100.33861297369003,109.59892320632936,99.42195618152618,114.70362651348114,96.86085605621338
598,25,22,83.1617660522461,67.16472042141667,95.28351843357086,102.12063485383987,107.83806383609772,83.47144815325737,87.50616849958897,98.4922046661377
599,25,23,70.32215118408203,67.16472042141667,91.27053111791612,95.1100350022316,99.79380118846892,94.3771831393242,119.8769428730011,99.43726646900176
600,26,0,67.19058990478516,43.94522550337499,92.74188601970673,80.8316513299942,106.03292524814606,82.06894969940186,109.16929537057877,99.67004632949828
601,26,1,63.15768432617188,43.94522550337499,86.37853732705116,84.75657975673676,66.87176132202148,89.39621412754059,91.94041752815248,93.73644840717316
602,26,2,60.661659240722656,43.94522550337499,71.53473651409149,113.89272844791412,70.8995258808136,99.96899342536926,78.70975524187088,104.72264391183852
603,26,3,57.739871978759766,43.94522550337499,63.79149502515793,91.12236785888672,66.23536515235901,106.56610757112504,79.95216006040573,109.44711339473724
604,26,4,62.48955154418945,43.94522550337499,100.65023350715636,91.38053488731384,96.99554944038393,87.75520461797714,102.31827174127102,111.98081851005554
605,26,5,75.83322143554688,43.94522550337499,111.07481098175047,128.11336743831637,110.09431791305542,110.12567603588104,101.11016458272934,96.27386593818665
606,26,6,95.10921478271484,43.94522550337499,74.83281597495079,97.20356285572052,89.07505458593369,74.89419513940811,62.40384819358587,80.32186029851437
607,26,7,86.11912536621094,43.94522550337499,63.77828919887543,54.639700055122375,40.4002046585083,57.072288155555725,17.850559949874878,64.17577660083771
608,26,8,77.51910400390625,43.94522550337499,-3.750330209732056,10.195569276809692,14.730604410171509,51.610939025878906,5.023251891136169,43.70436429977417
609,26,9,66.93960571289062,43.94522550337499,34.78928583860397,34.94923406839371,30.641796588897705,39.46595776081085,-1.8326733112335205,42.70963668823242
610,26,10,66.24641418457031,43.94522550337499,-55.21297478675842,-38.82151770591736,-26.0232355594635,-15.588673114776611,-56.489049434661865,-34.15706968307495
611,26,11,63.6302375793457,43.94522550337499,-71.33948826789856,-53.6694700717926,-80.77521812915802,-61.28827714920044,-89.95554947853088,-67.5983669757843
612,26,12,55.83417892456055,43.94522550337499,-49.3264262676239,-37.659228801727295,-56.7390992641449,-9.522251963615416,-36.37840700149536,-41.55705142021179
613,26,13,60.46515655517578,43.94522550337499,-11.477153360843658,22.71542078256607,13.051925003528597,1.4884584546089172,4.540635883808136,15.684264719486237
614,26,14,50.2971305847168,43.94522550337499,72.56052875518799,31.54945567250252,46.316923916339874,68.07653898000717,38.36608511209488,34.81761592626572
615,26,15,56.42057418823242,43.94522550337499,66.6123680472374,55.10453486442566,70.13490343093872,79.60598862171173,34.9420128762722,56.4264839887619
616,26,16,60.94517135620117,43.94522550337499,109.03545835614204,65.48231092095375,101.66897037625311,117.04132008552553,56.63087254017592,71.9438259974122
617,26,17,72.51644897460938,43.94522550337499,102.5979858636856,97.75962042808531,105.99363255500792,108.45682525634766,82.68111449480057,80.50563097000122
618,26,18,78.36978912353516,43.94522550337499,109.65725773572922,113.76466071605682,118.27777761220932,114.9459034204483,73.74405044317245,78.2571530342102
619,26,19,83.74144744873047,43.94522550337499,104.58074426651,109.83040702342988,116.83801001310349,112.9425004720688,123.19112491607666,92.12738156318665
620,26,20,84.56258392333984,43.94522550337499,96.13396376371384,97.66403460502625,106.89945328235626,106.57658112049104,109.17250752449036,99.8105673789978
621,26,21,81.65487670898438,43.94522550337499,98.60100722312929,96.91311061382294,110.42859852313995,105.13058352470398,85.88304448127747,98.51463711261748
622,26,22,80.19512939453125,43.94522550337499,100.8747534751892,90.39297020435332,133.72424721717834,115.89316594600676,104.49315202236176,116.71637058258057
623,26,23,75.82862854003906,43.94522550337499,116.16344141960144,82.73437362909317,93.9384081363678,94.6101380586624,129.99391067028046,106.25188648700714
624,27,0,83.48856353759766,43.08930080841666,108.24852776527403,104.1517540216446,120.23853859305382,126.61192518472672,117.9035713672638,113.39745926856996
625,27,1,76.75967407226562,43.08930080841666,119.3239095211029,104.86349469423294,104.77360653877258,140.63553619384766,135.12312763929367,97.38078117370604
626,27,2,68.71609497070312,43.08930080841666,64.55531537532806,100.3249852657318,86.0641154050827,111.88885486125946,100.82430985569954,101.11840629577635
627,27,3,66.03546142578125,43.08930080841666,90.1946098804474,98.87741148471832,79.66959524154663,110.64323568344116,84.57245999574661,100.08900451660156
628,27,4,70.64006042480469,43.08930080841666,62.89352607727051,123.84845036268234,113.19522368907928,100.75970888137816,77.86271154880524,112.4525396823883
629,27,5,77.64484405517578,43.08930080841666,111.97606015205383,157.2299919128418,133.22985410690308,111.40083599090576,78.08061546087265,124.26848077774048
630,27,6,109.63224029541016,43.08930080841666,89.87001392245293,116.782890021801,121.60986423492432,105.0899264216423,85.91179326176643,115.0783643424511
631,27,7,108.1034164428711,43.08930080841666,90.60959088802338,96.38420796394348,59.10272324085236,75.3597229719162,18.57237914204597,78.51078569889069
632,27,8,96.27875518798828,43.08930080841666,17.05724835395813,39.36545979976654,15.823211312294006,44.07863116264343,-15.685949563980104,26.73549211025238
633,27,9,96.0219497680664,43.08930080841666,-6.862391114234924,-25.018855571746823,-54.75070416927338,-16.022082328796387,-60.420830726623535,-25.961166977882385
634,27,10,71.71936798095703,43.08930080841666,-54.88603603839874,-37.8992714881897,-55.01228547096253,-22.75739073753357,-60.98547077178955,-21.633050560951236
635,27,11,90.33468627929688,43.08930080841666,-58.017415165901184,-65.20103418827057,-81.95322799682617,-34.83975410461426,-58.422417402267456,-62.58604061603546
636,27,12,54.31168746948242,43.08930080841666,-108.02263522148132,-105.23350846767426,-109.43781971931458,-109.35481131076811,-75.75982308387756,-90.86776995658876
637,27,13,45.55209732055664,43.08930080841666,-94.23742306232452,-83.03936111927032,-99.68218898773192,-60.00167846679688,-77.64924669265747,-77.20243179798126
638,27,14,37.570682525634766,43.08930080841666,-59.05592620372772,-41.20295584201813,-56.771329402923584,-51.65986549854279,-45.1742342710495,-56.539565443992615
639,27,15,37.34244537353516,43.08930080841666,-16.497910976409912,11.760902166366575,-7.772189378738403,18.31517553329468,-18.698266699910164,-0.4262188673019409
640,27,16,40.61528396606445,43.08930080841666,66.24183970689774,62.23796212673187,73.45178711414337,89.29345199465752,60.72245167195797,54.243380934000015
641,27,17,58.09511566162109,43.08930080841666,96.89645636081696,71.87176156044006,89.58887302875519,95.40237879753111,80.52971479296684,68.38374292850494
642,27,18,65.78490447998047,43.08930080841666,81.75153774023056,81.43841326236725,91.34324657917024,97.69869589805604,74.02883350849152,75.0077314376831
643,27,19,67.71769714355469,43.08930080841666,126.9077252149582,111.09577089548112,131.64940011501312,112.2208852171898,127.14856159687042,108.57234013080596
644,27,20,90.64962768554688,43.08930080841666,95.2921302318573,91.86997139453888,94.9925332069397,127.0779995918274,97.55433464050292,98.0778295993805
645,27,21,71.1522216796875,43.08930080841666,81.61787581443787,90.34216046333312,89.10603046417236,68.9709061384201,87.31674280762672,91.46706926822662
646,27,22,60.13677215576172,43.08930080841666,76.70506662130356,80.80951607227325,82.32090425491333,89.22450369596481,70.93906152248383,83.40150272846222
647,27,23,54.88160705566406,43.08930080841666,64.31464970111847,78.97913461923599,72.16583329439163,65.90931272506714,79.13696420192719,80.72389364242554
648,28,0,47.30442810058594,37.13403659316667,77.500812292099,74.5372149348259,91.26884412765504,89.40999662876129,92.78020298480988,95.34381818771362
649,28,1,48.99928283691406,37.13403659316667,73.58163547515869,66.57462576031685,75.88789868354797,64.44902658462524,66.36383955180645,86.0181225836277
650,28,2,49.27072525024414,37.13403659316667,83.69836658239365,61.67929202318192,96.6535460948944,89.29719877243042,70.96176666021347,86.11013722419739
651,28,3,55.64564514160156,37.13403659316667,78.95267045497894,47.2634083032608,58.106746554374695,66.23637974262238,80.69382899999619,87.9734503030777
652,28,4,52.48114776611328,37.13403659316667,103.08034580945969,120.111490547657,126.83849674463272,95.67024326324464,81.40521967411041,99.78717374801636
653,28,5,83.44657897949219,37.13403659316667,78.01531744003296,88.51459646224976,103.70493268966676,82.2425125837326,66.53338420391083,89.2734524011612
654,28,6,69.21451568603516,37.13403659316667,98.58328542113304,114.64854454994202,86.77212223410606,62.34292706847191,67.13074712455273,91.8797023743391
655,28,7,80.80169677734375,37.13403659316667,76.6243836581707,92.62983950972556,78.70554721355438,47.08321234583855,44.95144021511078,77.22492671012878
656,28,8,73.48445129394531,37.13403659316667,69.96881198883057,72.38236367702484,78.1595610678196,28.754599392414093,36.243474662303925,62.87882196903229
657,28,9,72.51848602294922,37.13403659316667,4.384672164916992,29.293357849121094,18.692760109901428,-12.935475587844849,-8.185635268688202,15.408320665359495
658,28,10,71.1778335571289,37.13403659316667,-0.727850079536438,5.051037669181824,12.83820354938507,-21.6702219247818,-0.9571276903152466,4.9256651401519775
659,28,11,56.61349487304688,37.13403659316667,-73.39701545238495,-76.85925471782684,-86.36826086044312,-90.01900172233582,-84.27478957176208,-80.80504286289215
660,28,12,54.525978088378906,37.13403659316667,-58.16311144828797,-55.80898714065552,-68.27964460849762,-16.263356685638428,-19.03620994091034,-56.51479387283325
661,28,13,55.29652786254883,37.13403659316667,-80.00819671154022,-99.31490516662598,-106.81289935112,-104.02410304546356,-87.70418155193329,-99.34258222579956
662,28,14,36.345096588134766,37.13403659316667,-73.34831428527832,-58.12548404932022,-70.52884632349014,-17.691243648529053,-48.19342172145844,-60.024400651454926
663,28,15,40.38531875610352,37.13403659316667,26.751341372728348,4.768648535013199,7.466958999633789,23.22577029466629,18.889605820178986,11.130613803863524
664,28,16,39.1422004699707,37.13403659316667,58.00975358486176,55.099144756793976,68.75308388471603,60.24143376946449,50.56413005292416,48.90918034315109
665,28,17,46.06145858764648,37.13403659316667,64.23984169960022,41.51878845691681,67.95152831077576,53.0069734454155,38.44279211759567,54.07828068733215
666,28,18,47.64126968383789,37.13403659316667,64.7012147307396,76.38029992580414,84.57699984312057,80.33850526809692,62.26741033792496,75.74993920326233
667,28,19,56.08773040771485,37.13403659316667,82.13027143478394,70.25556188821793,83.95525270700455,78.33992111682892,74.12997579574585,83.30043888092041
668,28,20,59.49394226074219,37.13403659316667,63.691685169935226,68.67266857624054,80.65962624549866,74.32814675569534,76.22639125585556,84.60794657468796
669,28,21,52.9608154296875,37.13403659316667,70.81138497591019,57.38221949338913,81.86818647384644,73.36714631319046,82.8379870057106,67.94311916828156
670,28,22,44.03541564941406,37.13403659316667,42.3020658493042,71.4346231520176,83.3087063729763,62.28416949510574,44.20960968732834,60.66540306806564
